pollster,poll_id,state,start_date,end_date,DEM,REP,Delta,date,Quarter_2018-4,Quarter_2019-1,Quarter_2019-2,Quarter_2019-3,Quarter_2019-4,Quarter_2020-1,Quarter_2020-2,Quarter_2020-3,Quarter_2020-4,Quarter_2021-2,Quarter_2021-3,Quarter_2021-4,Quarter_2022-1,Quarter_2022-2,Quarter_2022-3,Quarter_2022-4,Quarter_2023-1,Quarter_2023-2,Quarter_2023-3,Quarter_2023-4,Quarter_2024-1,Quarter_2024-2,Quarter_2024-3,Quarter_2024-4,Day_Series,Prior_Delta,Swing
Focaldata,87815,Arizona,8/6/24,8/16/24,45.125,47.075,50.975,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,51,-0.02499999999999858
Focaldata,87816,North Carolina,8/6/24,8/16/24,47.7,45.7,49,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,51.5,-2.5
Focaldata,87817,Wisconsin,8/6/24,8/16/24,50.525,44.125,46.8,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,48,-1.2000000000000028
Focaldata,87818,Nevada,8/6/24,8/16/24,49.875,41.675,45.9,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,50.5,-4.600000000000001
University of Houston/Texas Southern University,87861,Texas,8/5/24,8/16/24,44.6,49.5,52.45,2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2103,53.3,-0.8499999999999943
Morning Consult,87840,National,8/15/24,8/17/24,48.5,44.5,48,2024-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2104,47.75,0.25
Remington,87844,Nebraska CD-2,8/14/24,8/17/24,50,42,46,2024-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2104,50,-4
Change Research,87869,Nebraska CD-2,8/10/24,8/17/24,47,42,47.5,2024-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2104,46,1.5
SoCal Strategies,87833,National,8/18/24,8/18/24,49.5,47.5,49,2024-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2105,48,1
Morning Consult,87908,National,8/16/24,8/18/24,48.5,44.5,48,2024-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2105,49,-1
Big Village,87843,National,8/14/24,8/18/24,43.666666666666664,39.333333333333336,47.833333333333336,2024-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2105,48,-0.1666666666666643
InsiderAdvantage,87841,Pennsylvania,8/18/24,8/19/24,46,46.6,50.3,2024-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2106,49.412499999999994,0.8875000000000028
Morning Consult,87907,National,8/17/24,8/19/24,48,44.5,48.25,2024-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2106,47.833333333333336,0.4166666666666643
U. New Hampshire,87856,New Hampshire,8/15/24,8/19/24,51,45,47,2024-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2106,46.5,0.5
U. New Hampshire,87857,Vermont,8/15/24,8/19/24,68.5,28,29.75,2024-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2106,41.1,-11.350000000000001
U. New Hampshire,87858,Maine,8/15/24,8/19/24,56.5,39.5,41.5,2024-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2106,45.75,-4.25
U. New Hampshire,87859,Maine CD-1,8/15/24,8/19/24,63,34.5,35.75,2024-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2106,39.75,-4
U. New Hampshire,87860,Maine CD-2,8/15/24,8/19/24,50.5,45.5,47.5,2024-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2106,51,-3.5
ActiVote,87834,California,8/2/24,8/19/24,65.3,34.7,34.7,2024-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2106,41.25,-6.549999999999997
Morning Consult,87906,National,8/18/24,8/20/24,48,45.5,48.75,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2107,48.25,0.5
YouGov,87853,National,8/17/24,8/20/24,46,43,48.5,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2107,48.75,-0.25
Fairleigh Dickinson,87886,National,8/17/24,8/20/24,50,43,46.5,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2107,48.5,-2
Fabrizio/Impact,87915,Maryland,8/14/24,8/20/24,61.5,30.5,34.5,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2107,37,-2.5
Spry Strategies,87959,Arizona,8/14/24,8/20/24,46.85,47.55,50.349999999999994,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2107,50.975,-0.6250000000000071
Spry Strategies,87960,Georgia,8/14/24,8/20/24,47.849999999999994,48.7,50.425000000000004,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2107,51.2625,-0.8374999999999986
Spry Strategies,87961,North Carolina,8/14/24,8/20/24,46.85,46.25,49.7,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2107,49,0.7000000000000028
Spry Strategies,87962,Pennsylvania,8/14/24,8/20/24,47.25,46.1,49.425,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2107,50.3,-0.875
Spry Strategies,87963,Wisconsin,8/14/24,8/20/24,47.099999999999994,43.8,48.35,2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2107,46.8,1.5500000000000043
Redfield & Wilton Strategies,87887,National,8/21/24,8/21/24,47,44,48.5,2024-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2108,46.5,2
SurveyUSA/High Point University,87870,North Carolina,8/19/24,8/21/24,46.5,46,49.75,2024-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2108,49.7,0.04999999999999716
Bullfinch,87874,National,8/19/24,8/21/24,45.5,39,46.75,2024-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2108,48.5,-1.75
Morning Consult,87905,National,8/19/24,8/21/24,48.5,45.5,48.5,2024-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2108,46.75,1.75
Fabrizio Ward,87940,Michigan,8/19/24,8/21/24,45,45.5,50.25,2024-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2108,46.599999999999994,3.6500000000000057
Fabrizio Ward,87941,Pennsylvania,8/19/24,8/21/24,44.5,45,50.25,2024-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2108,49.425,0.8250000000000028
Fabrizio Ward,87942,Wisconsin,8/19/24,8/21/24,48,43.5,47.75,2024-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2108,48.35,-0.6000000000000014
BK Strategies,88076,Wisconsin,8/19/24,8/21/24,48,45,48.5,2024-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2108,47.75,0.75
ActiVote,87862,New York,8/1/24,8/21/24,58.3,41.7,41.7,2024-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2108,43.5,-1.7999999999999972
PPP,87910,Texas,8/21/24,8/22/24,43,47,52,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,52.45,-0.45000000000000284
PPP,87911,Florida,8/21/24,8/22/24,46,49.5,51.75,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,54.1,-2.3500000000000014
Emerson,87882,New Mexico,8/20/24,8/22/24,52.3,43.3,45.5,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,47,-1.5
Quantus Polls and News,87888,Virginia,8/20/24,8/22/24,48.6,45.8,48.599999999999994,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,48.5,0.09999999999999432
TIPP,87893,Michigan,8/20/24,8/22/24,46.325,44.2,48.9375,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,50.25,-1.3125
Morning Consult,87904,National,8/20/24,8/22/24,49,44.5,47.75,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,48.5,-0.75
RMG Research,87885,National,8/19/24,8/22/24,48.5,47.5,49.5,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,47.75,1.75
Outward Intelligence,87873,National,8/18/24,8/22/24,51,46,47.5,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,49.5,-2
YouGov,88324,National,8/15/24,8/22/24,44,40,48,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,47.5,0.5
ActiVote,87877,Pennsylvania,8/5/24,8/22/24,51.1,48.9,48.9,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,50.25,-1.3500000000000014
ActiVote,87878,Ohio,8/2/24,8/22/24,43.8,56.2,56.2,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,54.75,1.4500000000000028
ActiVote,87879,Missouri,7/25/24,8/22/24,41.3,58.7,58.7,2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2109,56.5,2.200000000000003
SoCal Strategies,87894,Pennsylvania,8/23/24,8/23/24,44.5,47,51.25,2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2110,48.9,2.3500000000000014
Morning Consult,87903,National,8/21/24,8/23/24,49,44.5,47.75,2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2110,48,-0.25
Angus Reid,87892,National,8/19/24,8/23/24,46,41,47.5,2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2110,47.75,-0.25
ActiVote,87889,National,8/15/24,8/23/24,52.6,47.4,47.4,2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2110,47.5,-0.10000000000000142
YouGov,88080,Pennsylvania,8/15/24,8/23/24,45.25,44.125,49.4375,2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2110,51.25,-1.8125
YouGov,88081,Wisconsin,8/15/24,8/23/24,48.25,43.25,47.5,2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2110,48.5,-1
YouGov,88082,Michigan,8/15/24,8/23/24,45.5,44.75,49.625,2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2110,48.9375,0.6875
Kaplan Strategies,87900,National,8/24/24,8/24/24,51,45.5,47.25,2024-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2111,47.4,-0.14999999999999858
Morning Consult,87902,National,8/22/24,8/24/24,49,44.5,47.75,2024-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2111,47.25,0.5
Echelon Insights,87899,National,8/23/24,8/25/24,47.25,48,50.375,2024-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2112,47.75,2.625
Morning Consult,87901,National,8/23/24,8/25/24,49,44.5,47.75,2024-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2112,50.375,-2.625
Florida Atlantic University/Mainstreet Research,87916,National,8/23/24,8/25/24,48.05,43.650000000000006,47.800000000000004,2024-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2112,47.75,0.05000000000000426
Leger,87968,National,8/23/24,8/25/24,50,46,48,2024-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2112,47.800000000000004,0.19999999999999574
Morning Consult,88054,National,8/24/24,8/26/24,49,44.5,47.75,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,48,-0.25
Beacon/Shaw,87930,Arizona,8/23/24,8/26/24,49,48,49.5,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,50.349999999999994,-0.8499999999999943
Beacon/Shaw,87931,Georgia,8/23/24,8/26/24,49,47,49,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,50.425000000000004,-1.4250000000000043
Beacon/Shaw,87932,Nevada,8/23/24,8/26/24,49,47,49,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,45.9,3.1000000000000014
Beacon/Shaw,87933,North Carolina,8/23/24,8/26/24,48,49,50.5,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,49.75,0.75
Morning Consult,87952,Georgia,8/23/24,8/26/24,48.5,46.5,49,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,49,0
Morning Consult,87953,Michigan,8/23/24,8/26/24,48.75,46.5,48.875,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,49.625,-0.75
Morning Consult,87954,Nevada,8/23/24,8/26/24,48.75,45.5,48.375,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,49,-0.625
Morning Consult,87955,North Carolina,8/23/24,8/26/24,48.5,47.75,49.625,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,50.5,-0.875
Morning Consult,87956,Pennsylvania,8/23/24,8/26/24,51,46.5,47.75,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,49.4375,-1.6875
Morning Consult,87957,Wisconsin,8/23/24,8/26/24,52,44,46,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,47.5,-1.5
EPIC/MRA,87970,Michigan,8/23/24,8/26/24,45.5,46.5,50.5,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,48.875,1.625
Capitol Weekly,88006,California,8/23/24,8/26/24,55,35.5,40.25,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,34.7,5.549999999999997
Z to A Research,88032,Michigan,8/23/24,8/26/24,47,47,50,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,50.5,-0.5
Z to A Research,88033,Pennsylvania,8/23/24,8/26/24,46,46,50,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,47.75,2.25
Z to A Research,88034,Wisconsin,8/23/24,8/26/24,47,47,50,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,46,4
YouGov,87918,National,8/22/24,8/26/24,44,42.25,49.125,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,47.75,1.375
Change Research,87985,National,8/20/24,8/26/24,48,43,47.5,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,49.125,-1.625
Survey Center on American Life,88330,National,8/16/24,8/26/24,45,42,48.5,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,47.5,1
Cherry Communications,87964,Florida,8/15/24,8/26/24,45,52,53.5,2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2113,51.75,1.75
SoCal Strategies,87917,North Carolina,8/26/24,8/27/24,46,50,52,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2114,49.625,2.375
Quantus Polls and News,87919,National,8/26/24,8/27/24,49,47,49,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2114,48.5,0.5
YouGov,87920,National,8/25/24,8/27/24,47,45,49,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2114,49,0
Morning Consult,88055,National,8/25/24,8/27/24,48.5,44.5,48,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2114,49,-1
Quinnipiac,87949,National,8/23/24,8/27/24,49,47.5,49.25,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2114,48,1.25
Morning Consult,87951,Arizona,8/23/24,8/27/24,48.5,47.5,49.5,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2114,49.5,0
Ipsos,87999,National,8/23/24,8/27/24,50.2,45.6,47.7,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2114,49.25,-1.5499999999999972
SurveyUSA,88000,Nebraska,8/23/24,8/27/24,37,54,58.5,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2114,59.5,-1
SurveyUSA,88001,Nebraska CD-2,8/23/24,8/27/24,47,42,47.5,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2114,47.5,0
Research America,87984,West Virginia,8/21/24,8/27/24,34,61,63.5,2024-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2114,63.5,0
RMG Research,87969,National,8/26/24,8/28/24,51,48,48.5,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,47.7,0.7999999999999972
East Carolina University,88011,North Carolina,8/26/24,8/28/24,46.9,47.6,50.35,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,52,-1.6499999999999986
Glengariff Group Inc.,88014,Michigan,8/26/24,8/28/24,43.5,44.7,50.6,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,50,0.6000000000000014
Morning Consult,88056,National,8/26/24,8/28/24,48.5,45.5,48.5,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,48.5,0
Emerson,87935,Arizona,8/25/24,8/28/24,47.5,51.2,51.85,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,49.5,2.3500000000000014
Emerson,87936,Michigan,8/25/24,8/28/24,51.2,47.6,48.2,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,50.6,-2.3999999999999986
Emerson,87937,Nevada,8/25/24,8/28/24,49.4,48.8,49.7,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,48.375,1.3250000000000028
Emerson,87938,Pennsylvania,8/25/24,8/28/24,49.4,49.4,50,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,50,0
Emerson,87939,Wisconsin,8/25/24,8/28/24,49.1,49.8,50.349999999999994,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,50,0.3499999999999943
Emerson,87943,North Carolina,8/25/24,8/28/24,49,49.9,50.45,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,50.35,0.10000000000000142
Emerson,87944,Georgia,8/25/24,8/28/24,50.1,49,49.45,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,49,0.45000000000000284
Suffolk,87945,National,8/25/24,8/28/24,47.6,43.3,47.849999999999994,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,48.5,-0.6500000000000057
Redfield & Wilton Strategies,87971,North Carolina,8/25/24,8/28/24,44,45,50.5,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,50.45,0.04999999999999716
Redfield & Wilton Strategies,87972,Arizona,8/25/24,8/28/24,45,46,50.5,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,51.85,-1.3500000000000014
Redfield & Wilton Strategies,87973,Florida,8/25/24,8/28/24,43,48,52.5,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,53.5,-1
Redfield & Wilton Strategies,87974,Georgia,8/25/24,8/28/24,42,44,51,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,49.45,1.5499999999999972
Redfield & Wilton Strategies,87975,Michigan,8/25/24,8/28/24,47,44,48.5,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,48.2,0.29999999999999716
Redfield & Wilton Strategies,87976,Minnesota,8/25/24,8/28/24,51,42,45.5,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,46.5,-1
Redfield & Wilton Strategies,87977,Nevada,8/25/24,8/28/24,47,47,50,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,49.7,0.29999999999999716
Redfield & Wilton Strategies,87978,New Mexico,8/25/24,8/28/24,47,40,46.5,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,45.5,1
Redfield & Wilton Strategies,87979,Pennsylvania,8/25/24,8/28/24,46,45,49.5,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,50,-0.5
Redfield & Wilton Strategies,87980,Wisconsin,8/25/24,8/28/24,48,44,48,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,50.349999999999994,-2.3499999999999943
Fabrizio/GBAO,87950,National,8/24/24,8/28/24,47.5,46,49.25,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,47.849999999999994,1.4000000000000057
Big Village,87929,National,8/23/24,8/28/24,46.55,40.61666666666667,47.03333333333333,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,49.25,-2.2166666666666686
Clarity,87982,National,8/23/24,8/28/24,54,42,44,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,47.03333333333333,-3.0333333333333314
Ipsos,87946,National,8/21/24,8/28/24,42.5,38.75,48.125,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,44,4.125
ActiVote,87926,Michigan,7/28/24,8/28/24,50.1,49.9,49.9,2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2115,48.5,1.3999999999999986
Redfield & Wilton Strategies,88004,National,8/29/24,8/29/24,44,42,49,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,48.125,0.875
Wick,87986,Pennsylvania,8/27/24,8/29/24,48,48.5,50.25,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,49.5,0.75
SurveyUSA,87988,Minnesota,8/27/24,8/29/24,48,43,47.5,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,45.5,2
Morning Consult,88057,National,8/27/24,8/29/24,48.5,45.5,48.5,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,49,-0.5
Global Strategy Group,88266,Nebraska,8/26/24,8/29/24,37,54,58.5,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,58.5,0
Outward Intelligence,87958,National,8/25/24,8/29/24,51.05,45.849999999999994,47.4,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,48.5,-1.1000000000000014
Fabrizio/David Binder Research,88036,Montana,8/25/24,8/29/24,41,56,57.5,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,59,-1.5
Lake Research,88162,Texas,8/24/24,8/29/24,43,51,54,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,52,2
CNN/SSRS,88015,Arizona,8/23/24,8/29/24,44,49,52.5,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,50.5,2
CNN/SSRS,88016,Georgia,8/23/24,8/29/24,48,47,49.5,2024-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,51,-1.5
